ComplaintID,Date,Time,Province,District,CustomerType,CustomerPlan,ComplaintChannel,ComplaintText,Language,Category,SubCategory,Priority,Severity,Department,Status,AssignedEngineer,Resolution,ResolutionHours,Escalated,DuplicateTicket,Sentiment,CustomerRating,NetworkTechnology,DeviceType,RouterBrand,EstimatedCost,AISummary
NTC-202604-013311,2026-04-17,12:11:54,Gandaki,Gorkha,Corporate,Dedicated Internet 100Mbps,SMS Alert,"URGENT: STATEMENT MA DOUBLE CHARGE KATYA CHHA, BILLING CORRECTION GARIDINUS. WAITING FOR REPLY.",Nepali-English,Billing,Duplicate Payment Deducted,Low,Low,Billing,Resolved,Eng. Nabin Chaudhary,KYC documents manually verified in billing engine system and SIM profile activated.,38.87,False,False,Neutral,5,ADSL,MiFi Dongle,TP-Link,325.75,Billing discrepancy or customer account tariff dispute.
NTC-202604-001916,2026-04-24,16:11:33,Lumbini,Rupandehi,Residential,4G Unlimited Pack,SMS Alert,Not receiving any bank OTP transaction SMS codes on my mobile number. Solved this fast.,English,SMS Failure,Outbound SMS Failed,Low,Low,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Happy,,5G,ONT Optical Router,N/A,66.58,Customer unable to send or receive SMS / OTP notifications.
NTC-202603-008544,2026-03-01,01:51:29,Gandaki,Nawalpur,Residential,Fiber 200Mbps,Mobile App,Urgent: Nokia ONT box ma LOS red light baleko chha. Cable sab thik dekhincha tara net aayena. Solved this fast.,Nepali-English,LOS Red,Optical Power Low,High,High,Fiber Team,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,4G CPE Router,Tenda,1012.19,Loss of Signal (LOS) detected on ONT device.
NTC-202603-009719,2026-03-25,03:31:06,Karnali,Surkhet,Residential,ADSL Standard,Social Media,"Call garda aawaj katindai aauchha, complete noise aauchha voice ma.",Nepali-English,Voice Call,VoLTE Call Drop,Medium,Medium,Mobile Team,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,False,False,Neutral,,5G,Fiber Media Converter,N/A,260.52,Voice call quality degradation or call establishment failure.
NTC-202604-007583,2026-04-18,04:24:06,Lumbini,Palpa,Corporate,Dedicated Enterprise Fiber 1Gbps,SMS Alert,"Khalti bata pack buy gare, SMS aayo deduction ko tara data pack add bhayena.",Nepali-English,Recharge Issue,Payment Deducted But Not Credited,Critical,Medium,Billing,Resolved,Eng. Unassigned,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,1.38,True,False,Frustrated,4,5G,Smartphone,N/A,4600.01,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202605-010631,2026-05-30,04:03:53,Bagmati,Kathmandu,Government,GovNet Dedicated 50Mbps,Social Media,Ping spikes continuously from 25ms up to 600ms every 30 seconds. Thanks.,English,High Ping,International Gateway Jitter,Critical,Medium,Internet Support,Resolved,Eng. Anish Karki,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,2.51,True,False,Frustrated,3,5G,4G CPE Router,N/A,7371.42,High latency/ping spikes affecting real-time network traffic.
NTC-202607-012006,2026-07-22,01:18:09,Gandaki,Tanahu,Business,BizFiber 150Mbps,Counter Visit,My ONT router has a continuous blinking red light on LOS. Internet not working since morning.,English,LOS Red,Optical Power Low,High,High,Fiber Team,Resolved,Eng. Nabin Chaudhary,KYC documents manually verified in billing engine system and SIM profile activated.,4.19,False,True,Angry,4,Fiber,Wi-Fi Router,Tenda,2172.29,Loss of Signal (LOS) detected on ONT device.
NTC-202604-003465,2026-04-26,19:28:16,Koshi,Ilam,Residential,Fiber 50Mbps,Web Portal,Username password correct hunda pani log-in huna sakina optical connection ma.,Nepali-English,Authentication,PPPoE Auth Invalid Password,High,High,Network Operations,Resolved,Eng. Deepa Sharma,Recharge transaction re-processed manually via payment clearing system; customer account credited.,9.71,False,False,Angry,2,FTTH,4G CPE Router,Tenda,2120.79,PPPoE or RADIUS AAA authentication rejection.
NTC-202603-002139,2026-03-06,20:13:27,Karnali,Surkhet,Business,Corporate Dedicated 50Mbps,Social Media,eSewa bata recharge gareko paisa katyo tara account ma balance credit bhayena.,Nepali-English,Recharge Issue,eSewa / Khalti API Sync Fail,Medium,Medium,Billing,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,14.08,False,False,Frustrated,1,FTTH,ONT Optical Router,D-Link,495.04,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202606-013528,2026-06-12,14:34:49,Sudurpashchim,Kailali,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,Urgent: Recharge card ko 16 digit pin numeric card scratch garda dhyabai metiyo.,Nepali-English,Recharge Issue,Payment Deducted But Not Credited,Critical,Medium,Billing,Escalated,Eng. Sunita Tamang,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,FTTH,ONT Optical Router,Netgear,1594.19,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202607-011985,2026-07-28,23:05:38,Bagmati,Chitwan,Corporate,SLA Premium Fiber,Counter Visit,Game khelda ping 400+ pugchha. High ping problem lagataar aairacha. Solved this fast.,Nepali-English,High Ping,Gaming Latency Spike,Critical,Medium,Internet Support,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Fiber,Wi-Fi Router,ZTE,3804.17,High latency/ping spikes affecting real-time network traffic.
NTC-202603-000743,2026-03-10,20:00:36,Sudurpashchim,Doti,Government,GovNet Enterprise Fiber 100Mbps,SMS Alert,Rukh ko daangale main fiber cable chhyapryakkai chodyo. Cable physically damaged bhayo. Urgent response needed!,Nepali-English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,Resolved,Eng. Prakash Maharjan,KYC documents manually verified in billing engine system and SIM profile activated.,4.39,True,False,Angry,3,FTTH,Wi-Fi Router,D-Link,6986.3,Physical fiber optic cable break identified; field repair dispatched.
NTC-202606-008569,2026-06-04,05:24:21,Lumbini,Dang,Corporate,Dedicated Enterprise Fiber 1Gbps,Social Media,Urgent: Enterprise static IP subnet unroutable from external AS routes.,English,Enterprise,SLA Violation Alert,Critical,High,Enterprise Support,Resolved,Eng. Nabin Chaudhary,Recharge transaction re-processed manually via payment clearing system; customer account credited.,5.72,False,False,Frustrated,5,Enterprise Ethernet,Smartphone,N/A,3276.83,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202607-011530,2026-07-02,09:20:20,Sudurpashchim,Kanchanpur,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,SIM ma PUK code maagyo mistakely PIN wrong hanera. Unlock code chahiyo.,Nepali-English,SIM Blocked,PUK Code Locked,Critical,High,Mobile Team,Closed,Eng. Subash Giri,KYC documents manually verified in billing engine system and SIM profile activated.,2.83,True,False,Angry,3,4G,Fiber Media Converter,N/A,4936.95,SIM line locked or blocked due to security/inactivity.
NTC-202603-009775,2026-03-05,14:09:05,Lumbini,Rupandehi,Residential,Fiber 200Mbps,Web Portal,high packet latency jitter during zoom video call meetings.,English,High Ping,Packet Routing Delay,Medium,Medium,Internet Support,Resolved,Eng. Ramesh Shrestha,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,30.67,False,False,Neutral,4,FTTH,Fiber Media Converter,Unknown/Generic,133.1,High latency/ping spikes affecting real-time network traffic.
NTC-202605-006760,2026-05-13,14:06:56,Sudurpashchim,Kailali,Residential,Fiber 100Mbps,Call Center (198),BGP session peering dropped with primary ISP upstream gateway.,English,Enterprise,BGP Peering Down,High,High,Enterprise Support,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,MiFi Dongle,D-Link,1092.48,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202603-014069,2026-03-04,00:42:41,Karnali,Rukum West,Business,Corporate Dedicated 50Mbps,Mobile App,"respected sir, radius aaa server timeout during router pppoe handshake attempt. urgent response needed!",English,Authentication,RADIUS Server Timeout,High,High,Network Operations,Escalated,Eng. Sita Adhikari,Pending investigation by assigned field team.,0.0,True,False,Angry,,ADSL,ONT Optical Router,ZTE,1784.32,PPPoE or RADIUS AAA authentication rejection.
NTC-202607-013862,2026-07-19,19:25:59,Lumbini,Kapilvastu,Business,BizFiber 150Mbps,Social Media,Phone ma WiFi disconnect bhai raakhchha room change garda. Urgent response needed!,Nepali-English,Weak WiFi,Room Obstruction,Low,Low,Internet Support,Resolved,Eng. Ramesh Shrestha,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,28.24,False,False,Happy,5,FTTH,Wi-Fi Router,Tenda,357.09,Wi-Fi signal propagation issues inside customer premises.
NTC-202605-004481,2026-05-31,23:43:31,Koshi,Sunsari,Residential,ADSL Standard,Counter Visit,"Dear NTC, IPTV setup box freezing on boot logo screen. Remote not responding. Thanks.",English,IPTV,Audio Out of Sync,Medium,Medium,Internet Support,Closed,Eng. Anish Karki,KYC documents manually verified in billing engine system and SIM profile activated.,47.14,False,False,Frustrated,3,FTTH,Fiber Media Converter,Huawei,52.9,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202606-003443,2026-06-26,11:23:18,Gandaki,Nawalpur,Government,Secured Intranet SLA,SMS Alert,Problem report - Speed drop significantly since last two days. Download speed is under 1 Mbps.,English,Internet Slow,Speed Test Below SLA,Critical,Medium,Internet Support,In Progress,Eng. Ramesh Shrestha,Pending investigation by assigned field team.,0.0,False,False,Angry,,FTTH,Wi-Fi Router,Huawei,3469.7,Customer experiencing lower than subscribed bandwidth speed.
NTC-202606-011861,2026-06-08,06:44:48,Sudurpashchim,Dadeldhura,Business,BizFiber 150Mbps,Call Center (198),"Dear NTC, Phone garda Network Busy matra dekhauchha continuous.",Nepali-English,Voice Call,One-Way Audio,Medium,Medium,Mobile Team,In Progress,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,Fiber Media Converter,N/A,403.58,Voice call quality degradation or call establishment failure.
NTC-202604-004522,2026-04-13,04:51:59,Gandaki,Gorkha,Residential,Fiber 50Mbps,SMS Alert,"FYI, New SIM card purchased yesterday still showing 'No Service' on mobile network.",English,SIM Activation,KYC Verification Pending,Medium,Medium,Mobile Team,Resolved,Eng. Bikash Thapa,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,37.58,False,False,Frustrated,3,5G,Wi-Fi Router,N/A,275.5,SIM card provisioning or KYC activation issue.
NTC-202607-002848,2026-07-28,15:35:51,Koshi,Udayapur,Residential,Fiber 200Mbps,Call Center (198),Local road expansion team cut the fiber cable wire under the pole. Fiber cut issue.,English,Fiber Cut,PCC Pole Damage,Critical,Critical,Fiber Team,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,Wi-Fi Router,Netgear,4096.74,Physical fiber optic cable break identified; field repair dispatched.
NTC-202606-014066,2026-06-19,06:39:57,Lumbini,Palpa,Corporate,SLA Premium Fiber,Social Media,"sim block bhayo, incoming ra outgoing kei chaldaena.",Nepali-English,SIM Blocked,PUK Code Locked,Critical,High,Mobile Team,Resolved,Eng. Unassigned,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,3.89,True,False,Angry,5,5G,Smartphone,N/A,2088.46,SIM line locked or blocked due to security/inactivity.
NTC-202604-012909,2026-04-21,14:54:16,Koshi,Jhapa,Business,BizFiber 300Mbps,Social Media,VoLTE call lagda aawaja nai aaudaina. Direct call cut hunchha.,Nepali-English,Voice Call,One-Way Audio,Medium,Medium,Mobile Team,Resolved,Eng. Bikash Thapa,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,24.2,False,True,Neutral,4,5G,Wi-Fi Router,N/A,250.01,Voice call quality degradation or call establishment failure.
NTC-202604-007019,2026-04-02,00:05:40,Gandaki,Nawalpur,Business,Biz 4G Pro,Call Center (198),"Dear NTC, Net dherai nai slow bho. Page open huna minute lagchha.",Nepali-English,Internet Slow,High Overhead Latency,Medium,Medium,Internet Support,Resolved,Eng. Anish Karki,Recharge transaction re-processed manually via payment clearing system; customer account credited.,39.11,False,False,Neutral,5,5G,MiFi Dongle,N/A,294.47,Customer experiencing lower than subscribed bandwidth speed.
NTC-202602-009179,2026-02-18,17:53:22,Madhesh,Parsa,Corporate,SLA Premium Fiber,Social Media,Problem report - Local road expansion team cut the fiber cable wire under the pole. Fiber cut issue. Please fix ASAP.,English,Fiber Cut,Main Trunk Cable Severed,Critical,Critical,Fiber Team,Escalated,Eng. Ramesh Shrestha,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Enterprise Ethernet,Smartphone,N/A,3691.12,Physical fiber optic cable break identified; field repair dispatched.
NTC-202606-014604,2026-06-23,23:17:22,Lumbini,Kapilvastu,Business,BizFiber 150Mbps,Web Portal,Channels play garda authorization failed error aairacha setup box ma. Please fix ASAP.,Nepali-English,IPTV,Audio Out of Sync,Medium,Medium,Internet Support,In Progress,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,4G CPE Router,Huawei,320.65,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202606-006866,2026-06-01,21:08:24,Karnali,Dailekh,Residential,Fiber 50Mbps,Call Center (198),nokia ont box ma los red light baleko chha. cable sab thik dekhincha tara net aayena.,Nepali-English,LOS Red,Blinking Red LOS Light,High,High,Fiber Team,Closed,Eng. Unassigned,Field team dispatched to site in Dailekh. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,11.93,False,False,Angry,1,Fiber,ONT Optical Router,Nokia,1948.93,Loss of Signal (LOS) detected on ONT device.
NTC-202607-006699,2026-07-06,02:20:31,Bagmati,Chitwan,Residential,Fiber 100Mbps,Mobile App,"SIM BLOCK BHAYO, INCOMING RA OUTGOING KEI CHALDAENA.",Nepali-English,SIM Blocked,IMEI Blacklisted,Medium,High,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,4G,Wi-Fi Router,N/A,79.46,SIM line locked or blocked due to security/inactivity.
NTC-202602-014222,2026-02-13,16:51:16,Gandaki,Syangja,Corporate,Dedicated Internet 100Mbps,Counter Visit,Router ma LOS light red bhayera blink bhai rakheko xa. Internet chalekai chaina. Please fix ASAP.,Nepali-English,LOS Red,Solid Red LOS Light,Critical,High,Fiber Team,Resolved,Eng. Anish Karki,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.83,True,False,Frustrated,4,Fiber,Fiber Media Converter,Unknown/Generic,6496.05,Loss of Signal (LOS) detected on ONT device.
NTC-202603-013484,2026-03-05,19:39:48,Madhesh,Rautahat,Corporate,SLA Premium Fiber,Counter Visit,"NTC Support, Office ko main leased line fiber link down bho. Critical business impacted.",Nepali-English,Enterprise,Static IP Routing Drop,Critical,High,Enterprise Support,In Progress,Eng. Prakash Maharjan,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,ONT Optical Router,Tenda,3497.07,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202606-006356,2026-06-18,01:27:19,Bagmati,Makwanpur,Corporate,Dedicated Enterprise Fiber 1Gbps,Web Portal,INTERNET LINE ARKO MANCHE KO NAAM MA TRANSFER GARNA K K DOCUMENT CHAHINCHHA?,Nepali-English,Others,Shift Connection Request,Low,Low,Customer Care,Resolved,Eng. Subash Giri,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,52.11,False,False,Happy,5,4G,MiFi Dongle,N/A,1.56,General inquiry or non-technical support ticket.
NTC-202607-001835,2026-07-23,15:53:16,Gandaki,Gorkha,Residential,Fiber 200Mbps,SMS Alert,Ghar agadi ko fiber cable katyo road contractor le. Net sabai banda bhayo. Thanks.,Nepali-English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Enterprise Ethernet,MiFi Dongle,N/A,3971.79,Physical fiber optic cable break identified; field repair dispatched.
NTC-202604-009685,2026-04-25,08:11:23,Karnali,Salyan,Business,Biz 4G Pro,Mobile App,"Kotha ma matrai WiFi aauchha, arko room ma signal dherai weak hunchha.",Nepali-English,Weak WiFi,Frequency Interference,Low,Low,Internet Support,Resolved,Eng. Prakash Maharjan,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,49.81,False,False,Neutral,5,ADSL,Fiber Media Converter,TP-Link,95.66,Wi-Fi signal propagation issues inside customer premises.
NTC-202603-008898,2026-03-28,12:03:08,Karnali,Rukum West,Government,GovNet Dedicated 50Mbps,SMS Alert,WiFi password keeps prompting incorrect even though entered correctly.,English,Weak WiFi,SSID Not Broadcasted,Low,Low,Internet Support,Resolved,Eng. Sunita Tamang,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,71.33,False,False,Happy,4,FTTH,Fiber Media Converter,ZTE,497.96,Wi-Fi signal propagation issues inside customer premises.
NTC-202604-012584,2026-04-23,19:02:03,Bagmati,Chitwan,Residential,Fiber 50Mbps,SMS Alert,"RESPECTED SIR, TV MA IPTV CHANNEL SAB STHAPIT (FREEZE) VAYO, SOUND MAATRA AAUCHHA VIDEO AUDAINA.",Nepali-English,IPTV,Set-Top Box Freezing,Medium,Medium,Internet Support,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,11.33,False,False,Frustrated,1,FTTH,Smartphone,Nokia,466.38,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202603-014864,2026-03-24,13:55:09,Madhesh,Sarlahi,Government,GovNet Enterprise Fiber 100Mbps,SMS Alert,eSIM profile download bhayena. QR code invalid dekhaunchha.,Nepali-English,SIM Activation,MNP Porting Delay,Critical,Medium,Mobile Team,Resolved,Eng. Anish Karki,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,3.21,False,False,Angry,4,5G,ONT Optical Router,N/A,5902.04,SIM card provisioning or KYC activation issue.
NTC-202604-005704,2026-04-14,05:47:58,Lumbini,Arghakhanchi,Residential,Fiber 100Mbps,SMS Alert,Experiencing unbearable ping latency over 350ms while playing online games like PUBG/CSGO.,English,High Ping,Gaming Latency Spike,Medium,Medium,Internet Support,Resolved,Eng. Bikash Thapa,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,30.55,False,False,Frustrated,1,5G,4G CPE Router,N/A,228.34,High latency/ping spikes affecting real-time network traffic.
NTC-202602-004802,2026-02-12,08:48:33,Sudurpashchim,Doti,Government,Secured Intranet SLA,SMS Alert,Corporate dedicated link down. Immediate field engineer dispatch required as per SLA.,Nepali-English,Enterprise,SLA Violation Alert,Critical,High,Enterprise Support,Resolved,Eng. Sunita Tamang,Field team dispatched to site in Doti. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,4.99,True,False,Frustrated,3,Enterprise Ethernet,Smartphone,N/A,4295.14,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202602-009304,2026-02-14,14:19:46,Sudurpashchim,Dadeldhura,Corporate,SLA Premium Fiber,Call Center (198),ONT box power off chha adapter fuse bhayo jasto xa. Device on nai bhayera aayenam.,Nepali-English,ONT Offline,Adapter Blown,Critical,High,Fiber Team,Resolved,Eng. Ramesh Shrestha,Field team dispatched to site in Dadeldhura. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,4.67,False,False,Frustrated,5,FTTH,Smartphone,Huawei,5509.54,ONT optical terminal offline or unregistered.
NTC-202604-010778,2026-04-20,20:54:43,Sudurpashchim,Dadeldhura,Business,Biz 4G Pro,Counter Visit,"Respected Sir, SMS message center number wrong vayo hola SMS nai pass hudaina.",Nepali-English,SMS Failure,Outbound SMS Failed,Low,Low,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Happy,,5G,Wi-Fi Router,N/A,499.24,Customer unable to send or receive SMS / OTP notifications.
NTC-202604-013422,2026-04-16,09:33:30,Sudurpashchim,Doti,Business,Corporate Dedicated 50Mbps,Web Portal,BILLED FOR EXTRA MONTHLY RENTAL CHARGES DESPITE PLAN SUBSCRIPTION DISCOUNT.,English,Billing,Duplicate Payment Deducted,Low,Low,Billing,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Neutral,,ADSL,Smartphone,Nokia,157.85,Billing discrepancy or customer account tariff dispute.
NTC-202604-009437,2026-04-04,16:39:00,Karnali,Jumla,Residential,Fiber 50Mbps,Counter Visit,INTERNET HAS BEEN DOWN COMPLETELY SINCE 2 PM. BROADBAND STATUS SAYS OFFLINE.,English,Internet Down,Core Gateway Unreachable,High,High,Internet Support,In Progress,Eng. Ramesh Shrestha,Pending investigation by assigned field team.,0.0,False,False,Angry,,ADSL,4G CPE Router,TP-Link,567.35,Total internet connectivity blackout reported by customer.
NTC-202604-003004,2026-04-24,21:29:37,Sudurpashchim,Kailali,Business,BizFiber 150Mbps,Counter Visit,URGENT: REQUESTING OFFICIAL VAT TAX INVOICE COPY FOR TAX FILING PURPOSES.,English,Billing,Rental Overcharge,Low,Low,Billing,Closed,Eng. Prakash Maharjan,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,50.33,False,False,Happy,4,4G,Fiber Media Converter,N/A,26.71,Billing discrepancy or customer account tariff dispute.
NTC-202604-000024,2026-04-20,00:39:18,Karnali,Dailekh,Government,GovNet Dedicated 50Mbps,Web Portal,Optical device is power cycling automatically every few minutes. Unstable power.,English,ONT Offline,Fiber Attenuation Fault,Critical,High,Fiber Team,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,4.65,False,False,Frustrated,5,FTTH,Fiber Media Converter,Huawei,2917.31,ONT optical terminal offline or unregistered.
NTC-202606-012005,2026-06-12,14:36:08,Madhesh,Saptari,Government,GovNet Dedicated 50Mbps,Call Center (198),Billed for extra monthly rental charges despite plan subscription discount. Kindly check.,English,Billing,Duplicate Payment Deducted,Low,Low,Billing,Resolved,Eng. Anish Karki,KYC documents manually verified in billing engine system and SIM profile activated.,64.64,False,False,Happy,5,4G,Fiber Media Converter,N/A,9.48,Billing discrepancy or customer account tariff dispute.
NTC-202603-003525,2026-03-01,11:41:28,Koshi,Sunsari,Government,GovNet Dedicated 50Mbps,Mobile App,Billed for extra monthly rental charges despite plan subscription discount.,English,Billing,Incorrect Tariff Charged,Low,Low,Billing,Resolved,Eng. Sita Adhikari,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,61.52,False,False,Neutral,4,FTTH,MiFi Dongle,Netgear,16.65,Billing discrepancy or customer account tariff dispute.
NTC-202605-010957,2026-05-30,23:31:10,Gandaki,Kaski,Residential,ADSL Standard,SMS Alert,Two-factor authentication codes delayed by over 30 minutes.,English,SMS Failure,Outbound SMS Failed,Low,Low,Mobile Team,In Progress,Eng. Sunita Tamang,Pending investigation by assigned field team.,0.0,False,False,Happy,,4G,Smartphone,N/A,320.2,Customer unable to send or receive SMS / OTP notifications.
NTC-202604-012161,2026-04-16,09:42:24,Bagmati,Lalitpur,Corporate,Dedicated Enterprise Fiber 1Gbps,SMS Alert,Default NTC DNS servers 202.45.144.3 timing out continuously.,English,DNS,Domain Name Unresolvable,Critical,Medium,Network Operations,Resolved,Eng. Deepa Sharma,Recharge transaction re-processed manually via payment clearing system; customer account credited.,3.44,True,False,Angry,4,FTTH,4G CPE Router,Netgear,3138.3,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202604-009630,2026-04-04,09:18:51,Madhesh,Parsa,Corporate,Dedicated Internet 100Mbps,Web Portal,"STATEMENT MA DOUBLE CHARGE KATYA CHHA, BILLING CORRECTION GARIDINUS.",Nepali-English,Billing,Tax Invoice Request,Low,Low,Billing,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,MiFi Dongle,N/A,133.95,Billing discrepancy or customer account tariff dispute.
NTC-202604-001310,2026-04-28,05:16:34,Lumbini,Arghakhanchi,Government,Secured Intranet SLA,Social Media,"Heloo support team, Data drop bhaerako chha connection bata, live stream garna payena.",Nepali-English,Packet Loss,Upstream Loss >15%,Critical,Medium,Network Operations,Closed,Eng. Sunita Tamang,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,5.53,False,True,Angry,5,FTTH,Wi-Fi Router,ZTE,1744.19,Significant packet drop detected on connection link.
NTC-202605-014418,2026-05-04,21:23:22,Madhesh,Mahottari,Government,GovNet Enterprise Fiber 100Mbps,Social Media,Username password correct hunda pani log-in huna sakina optical connection ma. Thanks.,Nepali-English,Authentication,MAC Binding Mismatch,Critical,High,Network Operations,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,4.67,False,False,Frustrated,4,FTTH,4G CPE Router,Netgear,3451.91,PPPoE or RADIUS AAA authentication rejection.
NTC-202603-008396,2026-03-13,16:11:56,Karnali,Surkhet,Business,BizFiber 300Mbps,Social Media,RADIUS server error le गर्दा session establish bhayena. Thanks.,Nepali-English,Authentication,PPPoE Auth Invalid Password,High,High,Network Operations,Resolved,Eng. Bikash Thapa,Recharge transaction re-processed manually via payment clearing system; customer account credited.,16.26,False,False,Frustrated,1,FTTH,MiFi Dongle,Unknown/Generic,873.15,PPPoE or RADIUS AAA authentication rejection.
NTC-202604-003476,2026-04-23,11:07:34,Madhesh,Bara,Government,Secured Intranet SLA,Counter Visit,"FIBER KO MAIN BOX LINE MISSING XA, POWER INDICATOR NAYI LIGHT BAALDAINA. THANKS.",Nepali-English,ONT Offline,Adapter Blown,Critical,High,Fiber Team,Resolved,Eng. Ramesh Shrestha,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,0.99,True,False,Angry,4,FTTH,4G CPE Router,Netgear,3969.98,ONT optical terminal offline or unregistered.
NTC-202603-000790,2026-03-22,09:31:31,Koshi,Sunsari,Business,Corporate Dedicated 50Mbps,Call Center (198),"ntc support, web pages taking forever to load and video streaming buffering continuously.",English,Internet Slow,Bandwidth Throttled,Medium,Medium,Internet Support,Escalated,Eng. Prakash Maharjan,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,5G,MiFi Dongle,N/A,188.59,Customer experiencing lower than subscribed bandwidth speed.
NTC-202605-011885,2026-05-17,09:57:43,Karnali,Salyan,Government,Secured Intranet SLA,Social Media,The ONT optical device power light won't turn on at all. Transformer adapter seems dead.,English,ONT Offline,PON Light Out,Critical,High,Fiber Team,Resolved,Eng. Sunita Tamang,Recharge transaction re-processed manually via payment clearing system; customer account credited.,5.2,True,False,Frustrated,4,FTTH,MiFi Dongle,D-Link,7904.21,ONT optical terminal offline or unregistered.
NTC-202604-011907,2026-04-10,16:23:59,Bagmati,Lalitpur,Corporate,Dedicated Internet 100Mbps,SMS Alert,SIM ma PUK code maagyo mistakely PIN wrong hanera. Unlock code chahiyo. Thanks.,Nepali-English,SIM Blocked,Inactivity Suspension,Critical,High,Mobile Team,Resolved,Eng. Subash Giri,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,3.58,True,False,Frustrated,5,5G,MiFi Dongle,N/A,3510.01,SIM line locked or blocked due to security/inactivity.
NTC-202606-007016,2026-06-25,23:49:44,Sudurpashchim,Doti,Government,GovNet Enterprise Fiber 100Mbps,Call Center (198),"kotha ma matrai wifi aauchha, arko room ma signal dherai weak hunchha.",Nepali-English,Weak WiFi,Frequency Interference,Low,Low,Internet Support,Resolved,Eng. Unassigned,Recharge transaction re-processed manually via payment clearing system; customer account credited.,47.69,False,False,Neutral,4,ADSL,Smartphone,D-Link,439.86,Wi-Fi signal propagation issues inside customer premises.
